Year,Country,Units,Product,Indicator,Value
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5834.8 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,6089.6 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2068.4 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,16581.4 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1157.5 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1440.8 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,11984.9 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,3262.4 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9850.3 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,262.6 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,406.2 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3526.2 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,510.3 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,25.1 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,396.0 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,164.1 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1684.2 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1.3 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2.3 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,384.9 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3367.9 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1151.9 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5402.4 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,774.5 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,25.9 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,61.0 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1106.9 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5034.0 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,34.3 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,9.3 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,171.5 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5.1 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,150.6 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,103.8 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,9.6 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,11648.3 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,187.7 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1338.7 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1617.0 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,946.1 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5482.7 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,523.8 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,361.9 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3494.8 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,728.7 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,506.3 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,13.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,330.7 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,396.8 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,114.4 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,15.6 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,41.0 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,4931.8 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,1124.6 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,51.9 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,317.2 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,4472.3 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,95.2 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,1483.1 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,62.8 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,56.5 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,442.0 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.7 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,1305.1 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,54.9 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,6.9 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,12.1 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.1 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,6.1 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,498.5 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,190.6 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,660.0 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,1041.4 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,533.2 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,966.0 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.3 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.5 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,732.6 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,97.2 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,2748.0 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,12.4 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,182.4 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,20.5 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,19.7 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,66.8 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,16.5 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,626.5 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,31.0 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,191.8 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,2400.9 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,1.4 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,95.4 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,9.3 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,9.7 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,12.2 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,179.6 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,1.7 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,4.3 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,26.9 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,34.8 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,76.9 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.5 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,11.2 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,10.8 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,5.8 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,803.0 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,49.6 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.3 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,67.5 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,247.9 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,107.7 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,7.2 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,182.5 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3100.3 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,51.2 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,326.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,706.6 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.7 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,508.5 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3.0 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,4.8 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.1 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1918.0 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,6.3 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,8.1 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.1 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.2 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,5.9 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,67.5 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.6 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,53.9 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,139.0 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.5 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,4.0 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,22.1 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,51.3 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.5 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,36.9 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,348.6 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,France,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,41.4 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.2 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,202.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,4281.3 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,722.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1104.1 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1086.5 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,7.2 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2841.8 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,11424.7 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1372.5 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1122.1 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,869.2 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,5160.6 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8116.9 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,9081.0 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1374.7 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2362.9 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,210.4 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.6 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,6539.4 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1116.6 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,66.1 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2046.1 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,637.7 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,176.9 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,223.5 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1288.5 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,776.8 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,6179.5 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2670.6 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3645.7 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1111.1 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8812.5 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,532.6 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,759.5 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3129.1 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2383.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3156.9 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,249.3 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,292.2 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,207.1 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,10.4 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,11.3 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,608.0 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,7434.3 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,132.8 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,9.6 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,86.9 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,353.3 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,99.7 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,603.6 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,26.2 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,79.4 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,52.2 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.7 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1961.0 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,20.9 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,16.7 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,74.9 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,4.3 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.6 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,312.7 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,14.3 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,207.4 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,82.0 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,19.3 
